period,order_count,total_sales,avg_order_value,std_order_value,total_quantity,avg_quantity,unique_customers,avg_delivery_time,std_delivery_time,avg_rating,date,day_of_week,month,week_of_year,cat_sales_Baby Care,cat_sales_Cold Drinks & Juices,cat_sales_Dairy & Breakfast,cat_sales_Fruits & Vegetables,cat_sales_Grocery & Staples,cat_sales_Household Care,cat_sales_Instant & Frozen Food,cat_sales_Personal Care,cat_sales_Pet Care,cat_sales_Pharmacy,cat_sales_Snacks & Munchies,seg_sales_Inactive,seg_sales_New,seg_sales_Premium,seg_sales_Regular,delivery_On_Time,delivery_Significantly_Delayed,delivery_Slightly_Delayed,sentiment_Negative,sentiment_Neutral,sentiment_Positive,payment_Card,payment_Cash,payment_UPI,payment_Wallet,total_sales_lag_1,total_sales_lag_7,total_sales_lag_14,total_sales_lag_30,total_sales_ma_7,total_sales_std_7,total_sales_min_7,total_sales_max_7,total_sales_ma_14,total_sales_std_14,total_sales_min_14,total_sales_max_14,total_sales_ma_30,total_sales_std_30,total_sales_min_30,total_sales_max_30,total_sales_mom_growth,total_sales_yoy_growth
2023-06-26,6,13415.52,2235.92,943.2250658034909,11,1.8333333333333333,6,7.833333333333333,10.796604404472115,4.0,2023-06-26,0,2023-06-26,26,0.0,0.0,0.0,4262.17,5004.139999999999,0.0,0.0,0.0,0.0,4149.21,0.0,4881.13,0.0,0.0,8534.39,4.0,1.0,1.0,0.0,2.0,4.0,7323.219999999999,3412.11,0.0,2680.19,5019.389999999999,11675.45,26338.32,23456.63,15597.215714285714,6280.9539778254875,5019.389999999999,24550.28,15321.809285714286,6071.624560528027,5019.389999999999,25493.07,15881.166333333333,7910.62973754215,3003.76,33766.89,1.6727391177015538,-0.3585387778521564
2023-06-27,12,26647.760000000002,2220.646666666667,1191.780941618912,29,2.4166666666666665,12,3.0833333333333335,6.815201368776251,3.5,2023-06-27,1,2023-06-27,26,0.0,2541.51,0.0,5525.56,3824.6,5254.17,0.0,7350.780000000001,0.0,0.0,2151.14,2245.1,20520.170000000002,1015.0,2867.49,9.0,0.0,3.0,5.0,2.0,5.0,5285.17,4516.18,10869.91,5976.5,13415.52,15850.75,8347.7,11042.86,17139.645714285714,7550.926151490415,5019.389999999999,26647.760000000002,16628.95642857143,6414.875804075791,5019.389999999999,26647.760000000002,16401.32966666667,8092.476405210347,3003.76,33766.89,0.9863382112657579,0.5555812408569085
2023-06-28,6,11022.47,1837.0783333333331,2009.3138348841044,12,2.0,6,3.8333333333333335,6.76510655249913,3.1666666666666665,2023-06-28,2,2023-06-28,26,4837.03,0.0,0.0,0.0,3690.39,0.0,0.0,713.9100000000001,0.0,0.0,1781.14,3690.39,1781.14,490.42,5060.5199999999995,4.0,0.0,2.0,2.0,3.0,1.0,1781.14,4404.3,4837.03,0.0,26647.760000000002,19518.31,20914.0,10513.52,15925.954285714284,7784.058294792537,5019.389999999999,26647.760000000002,15922.418571428572,6451.240559392563,5019.389999999999,26647.760000000002,16418.294666666665,8080.231839887776,3003.76,33766.89,-0.5863641071519707,0.13277529417809975
2023-06-29,9,14129.279999999999,1569.9199999999998,1286.4239298924751,16,1.7777777777777777,9,4.555555555555555,11.147994338793762,2.888888888888889,2023-06-29,3,2023-06-29,26,1474.1599999999999,3848.2400000000002,0.0,5363.38,1475.75,0.0,432.39,1535.36,0.0,0.0,0.0,2711.08,5322.4,4187.66,1908.1399999999999,7.0,2.0,0.0,4.0,2.0,3.0,9746.81,1535.36,160.07,2687.04,11022.47,11921.16,17130.42,13653.76,16241.399999999998,7638.089862085934,5019.389999999999,26647.760000000002,15708.051428571429,6457.871133471223,5019.389999999999,26647.760000000002,16434.145333333334,8075.086526526382,3003.76,33766.89,0.28186150654072994,0.17414456758032437
2023-06-30,8,23975.04,2996.88,1954.259193731915,16,2.0,8,5.625,10.7959979357432,2.5,2023-06-30,4,2023-06-30,26,0.0,0.0,1765.22,0.0,918.86,8735.98,0.0,0.0,3239.13,5814.13,3501.72,14550.11,5004.35,1104.94,3315.64,4.0,1.0,3.0,4.0,2.0,2.0,4344.07,3612.65,6888.55,9129.77,14129.279999999999,18905.1,9730.5,11771.74,16965.67714285714,8155.615128545306,5019.389999999999,26647.760000000002,16725.51857142857,6564.894527470581,5019.389999999999,26647.760000000002,16840.922,8139.233847492549,3003.76,33766.89,0.6968338089414325,-0.05954677094598648
2023-07-01,8,18508.22,2313.5275,1525.5965665156323,14,1.75,8,3.375,6.631903411324901,3.375,2023-07-01,5,2023-07-01,26,3097.58,1031.51,1888.04,0.0,2259.19,3170.94,0.0,0.0,0.0,1342.87,5718.09,1031.51,1888.04,5356.77,10231.9,6.0,0.0,2.0,3.0,3.0,2.0,10552.99,1342.87,4353.17,2259.19,23975.04,24550.28,12033.68,15113.53,16102.525714285714,7513.569657568132,5019.389999999999,26647.760000000002,17187.985714285714,6435.731595651929,5019.389999999999,26647.760000000002,16954.078333333335,8137.987910955375,3003.76,33766.89,-0.22802130882784766,0.5852254088707503
2023-07-02,11,29085.379999999997,2644.1254545454544,1601.9935381602736,20,1.8181818181818181,11,4.636363636363637,9.942562318363684,3.6363636363636362,2023-07-02,6,2023-07-02,26,0.0,3597.92,2997.68,13502.919999999998,0.0,1299.18,1099.79,481.63,6106.26,0.0,0.0,7651.19,10574.34,9278.43,1581.42,7.0,1.0,3.0,2.0,5.0,4.0,11239.19,8086.129999999999,4981.57,4778.49,18508.22,5019.389999999999,25493.07,20067.61,19540.524285714284,7091.099384646115,11022.47,29085.379999999997,17444.579285714284,6850.570652091652,5019.389999999999,29085.379999999997,17254.670666666665,8418.66214715319,3003.76,33766.89,0.5714844539345219,0.8349529202088228
2023-07-03,9,21434.58,2381.6200000000003,1184.0946937006347,15,1.6666666666666667,9,0.8888888888888888,5.688682721958671,2.7777777777777777,2023-07-03,0,2023-07-03,27,1279.7,6657.639999999999,0.0,8080.540000000001,0.0,0.0,0.0,0.0,0.0,0.0,5416.7,2092.13,9830.08,1589.73,7922.639999999999,7.0,0.0,2.0,5.0,2.0,2.0,9480.24,2309.53,3015.94,6628.87,29085.379999999997,13415.52,11675.45,3003.76,20686.104285714282,6564.899563735041,11022.47,29085.379999999997,18141.66,6713.525320886531,5019.389999999999,29085.379999999997,17869.031333333336,8005.175727534565,5019.389999999999,33766.89,-0.2630462452269833,0.09817806972017551
2023-07-04,8,15697.289999999999,1962.1612499999999,1260.4130140149357,16,2.0,8,3.375,8.105333341166702,3.25,2023-07-04,1,2023-07-04,27,0.0,6788.68,1367.34,3524.48,0.0,0.0,0.0,114.52,0.0,0.0,3902.2699999999995,114.52,3524.48,9178.07,2880.22,7.0,1.0,0.0,3.0,2.0,3.0,1609.67,9025.279999999999,3925.7699999999995,1136.57,21434.58,26647.760000000002,15850.75,5302.879999999999,19121.75142857143,6202.203476476261,11022.47,29085.379999999997,18130.698571428573,6717.677500287931,5019.389999999999,29085.379999999997,18215.511666666665,7660.037716837047,5019.389999999999,33766.89,-0.26766514669286745,0.3167586040284669
2023-07-05,11,20703.84,1882.1672727272728,1059.197006048364,22,2.0,11,3.1818181818181817,4.750119615718783,3.5454545454545454,2023-07-05,2,2023-07-05,27,171.2,0.0,1545.49,2392.67,3988.77,650.2,1718.88,1404.2,4067.05,2552.88,2212.5,1291.17,4180.08,11121.04,4111.55,8.0,0.0,3.0,2.0,6.0,3.0,10789.63,7190.13,2724.08,0.0,15697.289999999999,11022.47,19518.31,17403.63,20504.804285714286,5071.468655310332,14129.279999999999,29085.379999999997,18215.379285714287,6743.935639235118,5019.389999999999,29085.379999999997,18325.518666666667,7671.66469533076,5019.389999999999,33766.89,0.31894358835187475,0.09514575432026295
2023-07-06,8,14421.86,1802.7325,1236.5081673665911,13,1.625,8,8.625,9.797047660246573,3.25,2023-07-06,3,2023-07-06,27,1592.28,0.0,0.0,4037.78,0.0,0.0,601.9,3156.22,0.0,1557.06,3476.62,4656.37,7194.0,0.0,2571.49,4.0,2.0,2.0,3.0,2.0,3.0,0.0,4713.28,2899.6400000000003,6808.9400000000005,20703.84,14129.279999999999,11921.16,9082.77,20546.601428571426,5011.011843731187,14421.86,29085.379999999997,18394.000714285714,6595.893806160435,5019.389999999999,29085.379999999997,18503.488333333335,7510.082162948817,5019.389999999999,33766.89,-0.30342100789032367,-0.41255822744180515
2023-07-07,8,19177.64,2397.205,940.827216367141,13,1.625,8,-0.75,3.3273756282434617,3.375,2023-07-07,4,2023-07-07,27,2846.05,0.0,0.0,0.0,0.0,0.0,6292.219999999999,0.0,6321.68,3717.69,0.0,3570.01,5770.6,2422.14,7414.89,8.0,0.0,0.0,3.0,2.0,3.0,0.0,13896.65,5280.990000000001,0.0,14421.86,23975.04,18905.1,33766.89,19861.25857142857,4787.021320196331,14421.86,29085.379999999997,18413.467857142856,6597.92017814376,5019.389999999999,29085.379999999997,18017.18,6938.217163708509,5019.389999999999,32749.22,0.32976190311097175,2.8207112816497624
2023-07-08,7,15333.19,2190.4557142857143,1389.2503406976628,14,2.0,7,3.0,7.54983443527075,3.4285714285714284,2023-07-08,5,2023-07-08,27,0.0,0.0,765.76,1392.32,1474.48,5379.84,0.0,0.0,0.0,0.0,6320.79,4716.42,6320.79,2866.8,1429.18,5.0,0.0,2.0,2.0,2.0,3.0,4352.3,765.76,4789.99,5425.139999999999,19177.64,18508.22,24550.28,16053.81,19407.682857142856,5078.156060220784,14421.86,29085.379999999997,17755.104285714286,6395.206202924085,5019.389999999999,29085.379999999997,17993.159333333333,6946.491388495911,5019.389999999999,32749.22,-0.20046522929828692,0.14294414230682073
2023-07-09,10,20137.66,2013.766,1832.401864767782,17,1.7,10,5.8,7.465476095557023,3.8,2023-07-09,6,2023-07-09,27,5366.78,3606.37,6696.23,0.0,374.68,864.3,83.18,0.0,2584.5299999999997,561.59,0.0,3640.02,4987.59,6605.76,4904.29,7.0,1.0,2.0,1.0,4.0,5.0,6962.9,3640.02,4167.96,5366.78,15333.19,29085.379999999997,5019.389999999999,27769.83,18129.437142857143,2891.472339176655,14421.86,21434.58,18834.980714285713,5253.8257186365745,11022.47,29085.379999999997,17738.753666666667,6711.88462713432,5019.389999999999,32749.22,0.313337929028467,-0.24430196008970362
2023-07-10,5,10104.47,2020.8939999999998,1933.4798930244917,11,2.2,5,0.0,4.358898943540674,3.6,2023-07-10,0,2023-07-10,28,0.0,0.0,5263.87,397.55,0.0,0.0,936.96,2244.39,1261.7,0.0,0.0,6200.83,2641.94,0.0,1261.7,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8842.77,1261.7,20137.66,21434.58,13415.52,32749.22,16510.85,3770.5223266367925,10104.47,20703.84,18598.477142857144,5580.895217766008,10104.47,29085.379999999997,16983.928666666667,6220.954096719239,5019.389999999999,29085.379999999997,-0.49823018165963673,-0.0832844181022947
2023-07-11,7,19113.64,2730.52,878.0000552012131,14,2.0,7,2.0,4.725815626252608,3.4285714285714284,2023-07-11,1,2023-07-11,28,6406.049999999999,1722.88,0.0,0.0,0.0,8573.1,0.0,0.0,2411.61,0.0,0.0,5933.98,0.0,7143.39,6036.27,6.0,0.0,1.0,1.0,4.0,2.0,5193.0,8709.83,1586.15,3624.66,10104.47,15697.289999999999,26647.760000000002,8295.529999999999,16998.9,3867.521126574473,10104.47,20703.84,18060.325714285715,5086.354516108177,10104.47,29085.379999999997,17344.532333333333,6009.917594165492,5019.389999999999,29085.379999999997,0.8916024294198508,0.35276815237577575
2023-07-12,7,20348.36,2906.9085714285716,1447.6122355615882,15,2.142857142857143,7,7.428571428571429,11.659861961120336,4.0,2023-07-12,2,2023-07-12,28,1216.28,0.0,4207.71,0.0,883.44,3442.8,0.0,7441.59,3156.54,0.0,0.0,11481.57,3442.8,5423.99,0.0,3.0,1.0,3.0,1.0,4.0,2.0,883.44,5423.99,8225.3,5815.63,19113.64,20703.84,11022.47,26338.32,16948.117142857143,3812.710487849428,10104.47,20348.36,18726.46071428571,4688.893715089638,10104.47,29085.379999999997,17144.867000000002,5796.529734332526,5019.389999999999,29085.379999999997,0.06459889377428896,-0.15126898641253572
2023-07-13,7,15921.59,2274.5128571428572,1479.1858042936356,11,1.5714285714285714,7,1.8571428571428572,3.532165125838609,3.5714285714285716,2023-07-13,3,2023-07-13,28,0.0,1720.18,5351.42,0.0,1630.96,0.0,0.0,4011.41,865.68,0.0,2341.94,5351.42,2341.94,2496.64,5731.59,6.0,0.0,1.0,2.0,3.0,2.0,9308.45,4982.18,0.0,1630.96,20348.36,14421.86,14129.279999999999,8347.7,17162.364285714284,3687.163262377794,10104.47,20348.36,18854.48285714286,4576.84968380154,10104.47,29085.379999999997,17397.33,5560.287403483563,5019.389999999999,29085.379999999997,-0.2175492275544565,-0.1397557409626642
2023-07-14,7,15158.62,2165.517142857143,953.1224210581817,14,2.0,7,4.142857142857143,5.756983337031396,2.5714285714285716,2023-07-14,4,2023-07-14,28,0.0,5506.0,1216.8,0.0,0.0,0.0,2805.01,769.21,0.0,4861.6,0.0,5630.8099999999995,1216.8,5649.21,2661.8,5.0,0.0,2.0,3.0,2.0,2.0,2661.8,3613.41,2827.75,6055.66,15921.59,19177.64,23975.04,20914.0,16588.218571428573,3633.574672180847,10104.47,20348.36,18224.73857142857,4422.0200400997655,10104.47,29085.379999999997,17205.484,5533.994604556402,5019.389999999999,29085.379999999997,-0.04792046522991733,-0.47882338136892133
2023-07-15,5,13837.18,2767.436,948.0808126578663,11,2.2,5,-2.0,2.7386127875258306,3.4,2023-07-15,5,2023-07-15,28,0.0,0.0,0.0,2081.4,0.0,0.0,0.0,2049.58,0.0,7496.96,2209.24,2049.58,4180.33,2209.24,5398.030000000001,5.0,0.0,0.0,1.0,3.0,1.0,5366.21,4180.33,4290.639999999999,0.0,15158.62,15333.19,18508.22,17130.42,16374.502857142857,3761.4399957671794,10104.47,20348.36,17891.09285714286,4572.637953301772,10104.47,29085.379999999997,17095.709333333336,5568.092953803187,5019.389999999999,29085.379999999997,-0.08717416229181818,-0.3544459466898815
2023-07-16,8,22112.85,2764.10625,1608.9608004186828,19,2.375,8,2.625,3.9618718519695424,4.0,2023-07-16,6,2023-07-16,28,0.0,0.0,0.0,0.0,0.0,10710.97,0.0,1614.35,7060.23,0.0,2727.3,10990.39,0.0,4954.58,6167.879999999999,6.0,0.0,2.0,1.0,3.0,4.0,1264.91,3847.17,4408.49,12592.279999999999,13837.18,20137.66,29085.379999999997,9730.5,16656.672857142858,4145.288931191288,10104.47,22112.85,17393.055,3517.60207781632,10104.47,22112.85,17508.454333333335,5461.213563561889,5019.389999999999,29085.379999999997,0.5980748967636469,0.4087049420632478
2023-07-17,6,11037.460000000001,1839.5766666666668,1574.5546492093144,14,2.3333333333333335,6,1.5,4.806245936279167,3.1666666666666665,2023-07-17,0,2023-07-17,29,0.0,2618.61,4346.56,0.0,0.0,0.0,850.99,0.0,2419.83,0.0,801.47,212.61,6965.17,0.0,3859.6800000000003,4.0,0.0,2.0,2.0,2.0,2.0,6979.0,0.0,638.38,3420.08,22112.85,10104.47,21434.58,12033.68,16789.957142857143,3907.692411243539,11037.460000000001,22112.85,16650.403571428575,3691.9251218500913,10104.47,22112.85,17475.247,5498.552429784655,5019.389999999999,29085.379999999997,-0.50085764611979,-0.46688826807007777
2023-07-18,6,11177.13,1862.8549999999998,542.3902479119623,9,1.5,6,7.0,5.215361924162119,3.0,2023-07-18,1,2023-07-18,29,0.0,0.0,5012.13,0.0,0.0,2593.22,0.0,1205.86,0.0,0.0,2365.92,1820.32,1828.77,2593.22,4934.82,3.0,1.0,2.0,3.0,2.0,1.0,11177.13,0.0,0.0,0.0,11037.460000000001,19113.64,15697.289999999999,25493.07,15656.17,4256.884099181758,11037.460000000001,22112.85,16327.535,3968.9460417999194,10104.47,22112.85,16998.049000000003,5399.034204884501,5019.389999999999,29085.379999999997,0.012654179494195006,-0.22498692956387045
2023-07-19,7,18889.170000000002,2698.4528571428573,798.4120560361107,14,2.0,7,5.142857142857143,4.879500364742666,3.4285714285714284,2023-07-19,2,2023-07-19,29,0.0,2966.09,0.0,1934.43,0.0,3405.78,0.0,0.0,2461.13,2496.85,5624.89,3940.75,9521.2,2461.13,2966.09,3.0,0.0,4.0,1.0,5.0,1.0,4900.52,1684.14,8363.76,3940.75,11177.13,20348.36,20703.84,11675.45,15447.714285714286,4017.8318969598995,11037.460000000001,22112.85,16197.915714285715,3842.651699286105,10104.47,22112.85,17238.506333333335,5313.772692720298,5019.389999999999,29085.379999999997,0.6899839225275186,-0.015041996825469583
2023-07-20,10,18773.16,1877.316,1364.3821123310317,23,2.3,10,2.4,7.152311203768719,3.1,2023-07-20,3,2023-07-20,29,4798.51,0.0,5825.360000000001,1617.86,0.0,0.0,5629.73,0.0,321.28,580.42,0.0,2816.98,4657.74,11298.44,0.0,8.0,1.0,1.0,3.0,4.0,3.0,1754.06,7941.2,3268.53,5809.37,18889.170000000002,15921.59,14421.86,15850.75,15855.08142857143,4213.672863347855,11037.460000000001,22112.85,16508.722857142857,3863.8634628736154,10104.47,22112.85,17335.92,5314.241887183589,5019.389999999999,29085.379999999997,-0.0061416144806787365,0.22434796673099333
2023-07-21,4,8185.66,2046.415,670.1755918414217,10,2.5,4,7.75,14.952703211571256,4.0,2023-07-21,4,2023-07-21,29,4638.6900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.54,2441.43,0.0,2039.04,0.0,1105.54,5041.08,3.0,1.0,0.0,1.0,0.0,3.0,2441.43,2039.04,2599.65,1105.54,18773.16,15158.62,19177.64,19518.31,14858.944285714284,5130.288751973748,8185.66,22112.85,15723.58142857143,4364.21399130713,8185.66,22112.85,16958.165,5551.25740644018,5019.389999999999,29085.379999999997,-0.5639700508598446,-0.5935148373743524
2023-07-22,4,5805.58,1451.395,994.4993948213341,8,2.0,4,-1.75,3.947573094109004,3.75,2023-07-22,5,2023-07-22,29,0.0,0.0,0.0,938.72,3421.32,0.0,0.0,0.0,0.0,1445.54,0.0,2844.19,0.0,938.72,2022.67,4.0,0.0,0.0,0.0,2.0,2.0,1445.54,0.0,577.13,3782.91,8185.66,13837.18,15333.19,11921.16,13711.572857142857,6186.320262486972,5805.58,22112.85,15043.037857142857,5109.0652617753585,5805.58,22112.85,16754.31233333333,5847.013267930012,5019.389999999999,29085.379999999997,-0.29076213768956927,-0.42544438253565
2023-07-23,12,34843.62,2903.635,1004.577165654558,20,1.6666666666666667,12,6.333333333333333,10.254341283159789,3.5,2023-07-23,6,2023-07-23,29,3788.27,1263.55,0.0,0.0,7114.0599999999995,2974.48,4335.11,2512.67,1804.99,5746.42,5304.07,17762.3,1804.99,8573.14,6703.1900000000005,7.0,1.0,4.0,3.0,5.0,4.0,3628.41,10798.24,3485.65,16931.32,5805.58,22112.85,20137.66,18905.1,15530.254285714287,9852.68232671329,5805.58,34843.62,16093.46357142857,7285.35666155232,5805.58,34843.62,17285.596333333335,6709.665298496763,5019.389999999999,34843.62,5.001746595516727,0.8229714486617936
2023-07-24,10,20204.36,2020.4360000000001,1237.7058453552957,23,2.3,10,6.6,7.058485830702094,3.4,2023-07-24,0,2023-07-24,30,0.0,0.0,3652.3900000000003,0.0,2224.47,4843.42,923.84,2843.52,2657.17,2704.64,354.91,1595.3899999999999,0.0,17792.59,816.38,4.0,0.0,6.0,4.0,3.0,3.0,7007.88,2224.47,3683.63,7288.38,34843.62,11037.460000000001,10104.47,24550.28,16839.81142857143,9764.814203288639,5805.58,34843.62,16814.884285714284,7145.40539576707,5805.58,34843.62,17140.732333333333,6593.315918747688,5019.389999999999,34843.62,-0.42014176483384913,-0.007076737388172827
2023-07-25,8,15587.35,1948.41875,1247.2578575239993,11,1.375,8,5.125,5.488624600025037,3.875,2023-07-25,1,2023-07-25,30,2858.7,0.0,6834.200000000001,0.0,0.0,505.95,0.0,0.0,5388.5,0.0,0.0,3995.6,5210.740000000001,0.0,6381.01,5.0,0.0,3.0,1.0,3.0,4.0,2639.9,4063.18,4126.72,4757.55,20204.36,11177.13,19113.64,5019.389999999999,17469.84285714286,9476.582541631613,5805.58,34843.62,16563.00642857143,7120.247433729563,5805.58,34843.62,17492.99766666667,6193.561618346905,5805.58,34843.62,-0.22851552833150868,-0.020992878223845768
2023-07-26,6,10864.92,1810.82,1001.0243792635622,11,1.8333333333333333,6,10.166666666666666,8.471520918150805,4.166666666666667,2023-07-26,2,2023-07-26,30,2182.59,0.0,3192.3,3298.22,0.0,0.0,0.0,0.0,2191.81,0.0,0.0,0.0,5170.23,3192.3,2502.3900000000003,2.0,1.0,3.0,1.0,1.0,4.0,1872.01,3298.22,1183.46,4511.2300000000005,15587.35,18889.170000000002,20348.36,13415.52,16323.52142857143,9757.44029529334,5805.58,34843.62,15885.617857142857,7183.251455460265,5805.58,34843.62,17407.977666666666,6268.51656407594,5805.58,34843.62,-0.3029655457791094,-0.28325137776393894
2023-07-27,11,20716.67,1883.3336363636363,1485.6770855019113,22,2.0,11,4.7272727272727275,7.68232919225555,3.5454545454545454,2023-07-27,3,2023-07-27,30,6270.12,517.77,1820.17,824.99,3936.23,1083.76,0.0,0.0,0.0,4856.23,1407.4,6675.78,4511.19,3498.88,6030.82,8.0,1.0,2.0,3.0,5.0,3.0,0.0,6161.94,11024.849999999999,3529.88,10864.92,18773.16,15921.59,26647.760000000002,16601.165714285715,9865.810217543976,5805.58,34843.62,16228.123571428572,7298.491665312781,5805.58,34843.62,17210.274666666668,6057.016366370003,5805.58,34843.62,0.9067485080423969,0.4971742797304073
2023-07-28,12,36970.47,3080.8725,1119.0270161993815,21,1.75,12,3.4166666666666665,7.833010954036808,2.9166666666666665,2023-07-28,4,2023-07-28,30,0.0,0.0,14396.2,0.0,2753.61,2513.48,2257.55,9556.04,4419.3,1074.29,0.0,5633.85,12542.95,13526.58,5267.09,9.0,1.0,2.0,6.0,4.0,2.0,3710.55,9640.25,12559.23,11060.44,20716.67,8185.66,15158.62,11022.47,20713.28142857143,11616.98912953701,5805.58,36970.47,17786.11285714286,9146.677482201207,5805.58,36970.47,18075.208,6932.355606755904,5805.58,36970.47,0.7845758995050847,0.6718998229536222
2023-07-29,6,14118.13,2353.0216666666665,1388.8185334508848,13,2.1666666666666665,6,0.6666666666666666,4.226897995772629,2.8333333333333335,2023-07-29,5,2023-07-29,30,0.0,0.0,0.0,8055.9400000000005,3993.97,0.0,2068.22,0.0,0.0,0.0,0.0,3564.53,8224.35,261.03,2068.22,5.0,0.0,1.0,3.0,1.0,2.0,261.03,1439.56,6784.79,5632.75,36970.47,5805.58,13837.18,14129.279999999999,21900.788571428573,10174.411257305315,10864.92,36970.47,17806.180714285714,9137.650792146882,5805.58,36970.47,18074.836333333333,6932.574751502422,5805.58,36970.47,-0.6181241406993203,0.2791104112721585
2023-07-30,7,22458.78,3208.3971428571426,855.1437995197902,13,1.8571428571428572,7,5.428571428571429,11.282097069504157,2.7142857142857144,2023-07-30,6,2023-07-30,30,2637.15,2091.23,0.0,0.0,7823.7,3822.25,0.0,0.0,2514.37,3570.08,0.0,2514.37,8379.95,6207.23,5357.23,5.0,1.0,1.0,3.0,3.0,1.0,2091.23,2514.37,5903.15,11950.029999999999,14118.13,34843.62,22112.85,23975.04,20131.52571428571,8485.225377472028,10864.92,36970.47,17830.890000000003,9150.650830504646,5805.58,36970.47,18024.29433333333,6893.492963311019,5805.58,36970.47,0.5907758322100731,1.009351237750657
2023-07-31,9,26911.079999999998,2990.12,1210.5833426699708,19,2.111111111111111,9,4.111111111111111,6.845517592637617,3.4444444444444446,2023-07-31,0,2023-07-31,31,7656.8099999999995,2179.55,6086.799999999999,0.0,0.0,0.0,0.0,2270.85,941.19,7775.879999999999,0.0,4953.610000000001,5423.07,8877.59,7656.8099999999995,6.0,0.0,3.0,2.0,4.0,3.0,2179.55,13862.68,0.0,10868.85,22458.78,20204.36,11037.460000000001,18508.22,21089.62857142857,8864.964956921587,10864.92,36970.47,18964.72,9227.25274053484,5805.58,36970.47,18304.389666666666,7081.969055486294,5805.58,36970.47,0.1982431815085235,0.42468303265839613
2023-08-01,15,24129.870000000003,1608.6580000000001,1081.294098266385,27,1.8,15,0.9333333333333333,8.030892733391356,3.933333333333333,2023-08-01,1,2023-08-01,31,0.0,2089.11,8548.91,0.0,368.54,4283.900000000001,0.0,3016.44,3078.32,476.96,2267.69,2287.77,10618.57,6009.53,5214.0,13.0,1.0,1.0,1.0,8.0,6.0,3612.0200000000004,12277.77,8240.08,0.0,26911.079999999998,15587.35,11177.13,29085.379999999997,22309.98857142857,8564.156612337714,10864.92,36970.47,19889.915714285715,9033.684433481096,5805.58,36970.47,18139.206,6876.65261546012,5805.58,36970.47,-0.10334813764441986,0.28533874957652317
2023-08-02,6,9146.18,1524.3633333333335,1147.2750832937436,12,2.0,6,8.666666666666666,5.573747990954262,3.3333333333333335,2023-08-02,2,2023-08-02,31,1903.75,3828.04,0.0,931.23,0.0,0.0,0.0,1022.62,0.0,0.0,1460.54,5785.85,0.0,1460.54,1899.79,2.0,0.0,4.0,4.0,0.0,2.0,1026.58,3828.04,3414.39,877.17,24129.870000000003,10864.92,18889.170000000002,21434.58,22064.454285714288,8962.355743015452,9146.18,36970.47,19193.98785714286,9480.923578547023,5805.58,36970.47,17729.592666666667,7037.690939332176,5805.58,36970.47,-0.6209602455379992,0.11734179039930814
2023-08-03,6,17228.38,2871.396666666667,1935.9756927778476,12,2.0,6,6.333333333333333,12.878923350446135,2.5,2023-08-03,3,2023-08-03,31,0.0,2052.47,3067.7,870.29,0.0,0.0,967.96,5414.01,0.0,0.0,4855.95,967.96,8793.939999999999,0.0,7466.48,4.0,2.0,0.0,3.0,1.0,2.0,6284.3,4855.95,0.0,6088.129999999999,9146.18,20716.67,18773.16,15697.289999999999,21566.127142857145,9144.904821931752,9146.18,36970.47,19083.64642857143,9495.176587898646,5805.58,36970.47,17780.629,7027.989700691802,5805.58,36970.47,0.8836694663783131,1.9675553519200495
2023-08-04,3,6605.33,2201.7766666666666,2087.4204527438483,6,2.0,3,14.0,11.532562594670797,3.0,2023-08-04,4,2023-08-04,31,0.0,0.0,0.0,0.0,0.0,5889.959999999999,0.0,715.37,0.0,0.0,0.0,0.0,5889.959999999999,0.0,715.37,1.0,1.0,1.0,1.0,1.0,1.0,0.0,715.37,4588.23,1301.73,17228.38,36970.47,8185.66,20703.84,17228.25,7709.162630238552,6605.33,26911.079999999998,18970.765714285713,9642.944026891622,5805.58,36970.47,17310.678666666667,7292.185433435714,5805.58,36970.47,-0.6166017930879166,-0.8104292837540991
2023-08-05,9,25573.71,2841.523333333333,1562.859407072498,16,1.7777777777777777,9,2.111111111111111,6.233868069755014,3.4444444444444446,2023-08-05,5,2023-08-05,31,4786.91,0.0,3865.78,166.42,1228.86,8943.779999999999,0.0,4757.16,0.0,1824.8,0.0,7832.08,0.0,10655.77,7085.860000000001,8.0,0.0,1.0,3.0,2.0,4.0,3229.91,1991.22,6942.73,13409.85,6605.33,14118.13,5805.58,14421.86,18864.761428571426,8142.622421176585,6605.33,26911.079999999998,20382.775,8992.24785280825,6605.33,36970.47,17682.407000000003,7422.914285915563,5805.58,36970.47,2.8716778722637626,0.26575204559807886
2023-08-06,9,14399.34,1599.9266666666667,1043.4266663858077,21,2.3333333333333335,9,1.6666666666666667,6.4031242374328485,3.111111111111111,2023-08-06,6,2023-08-06,31,0.0,0.0,3434.89,1908.82,0.0,4035.0,0.0,0.0,2412.1,945.26,1663.27,8002.48,1908.82,4488.04,0.0,7.0,0.0,2.0,2.0,5.0,2.0,9083.13,0.0,2919.4,2396.81,25573.71,22458.78,34843.62,19177.64,17713.412857142856,8119.499098626123,6605.33,26911.079999999998,18922.469285714287,8076.639324806273,6605.33,36970.47,17523.130333333334,7440.967155091346,5805.58,36970.47,-0.43694755277978825,-0.07621629077424963
